"","X","workerId","hitId","assignmentId","time","condition","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","inAmbig","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN","correctLexicon","correctedAnswers","encodingCompositional","encodingCorrected","normedCorrectness","prepHorizGloss","prepVertGloss","consonants"
"1813",1813,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581504987,"PostNomPrePos","none","blah",1,"write",NA,"[1,[2]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi rea kongan","vinvi rae konkan","true","branching","head initial","sisu vinvi konkan tulsul rae moy","vinvi rae konkan","vrk","vrk",1,"X","X","svkt"
"1814",1814,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505005,"PostNomPrePos","none","blah",1,"write",NA,"[0,[2]]","true","false",NA,NA,NA,NA,NA,NA,"sisu rea kongan","sisu rae konkan","true","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu rae konkan","srk","srk",1,"X","X","svkt"
"1815",1815,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505029,"PostNomPrePos","none","blah",1,"write",NA,"[2,[3]]","true","false",NA,NA,NA,NA,NA,NA,"kongan rea tulsul","konkan rae tulsul","true","branching","head initial","sisu vinvi konkan tulsul rae moy","konkan rae tulsul","krt","krt",1,"X","X","svkt"
"1816",1816,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505051,"PostNomPrePos","none","blah",1,"write",NA,"[1,[0]]","false","false",NA,NA,NA,NA,NA,NA,"vinvi rea sisu","vinvi rae sisu","false","branching","head initial","sisu vinvi konkan tulsul rae moy","vinvi rae sisu","vrs","vrs",1,"X","X","svkt"
"1817",1817,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505071,"PostNomPrePos","none","blah",2,"write",NA,"[2,[0,1]]","true","false",NA,NA,NA,NA,NA,NA,"kongan moy sisu moy vinvi","konkan moy sisu moy vinvi","true","branching","head initial","sisu vinvi konkan tulsul rae moy","konkan moy sisu moy vinvi","kmsmv","kmsmv",1,"X","X","svkt"
"1818",1818,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505097,"PostNomPrePos","none","blah",2,"write",NA,"[[3,3],[3]]","false","false",NA,NA,NA,NA,NA,NA,"tulsul moy tulsu rea tulsul","tulsul moy tulsul rae tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul moy tulsul rae tulsul","tmtrt","tmtrt",1,"X","X","svkt"
"1819",1819,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505119,"PostNomPrePos","none","blah",2,"write",NA,"[0,[3,3]]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy tulsul tulsul","sisu moy tulsul moy tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu moy tulsul tulsul","smtmt","smtt",0.8,"X","X","svkt"
"1820",1820,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505139,"PostNomPrePos","none","blah",2,"write",NA,"[[0,[1]],3]","false","true",NA,NA,NA,NA,NA,NA,"sisu rea vinvi moy tulsul","sisu rae vinvi moy tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu rae vinvi moy tulsul","srvmt","srvmt",1,"X","X","svkt"
"1821",1821,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505175,"PostNomPrePos","none","blah",2,"write",NA,"[0,[[1,3]]]","false","true",NA,NA,NA,NA,NA,NA,"sisu rea vinvi moy tulsul","sisu rae vinvi moy tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu rae vinvi moy tulsul","srvmt","srvmt",1,"X","X","svkt"
"1822",1822,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505192,"PostNomPrePos","none","blah",2,"write",NA,"[2,[[2,2]]]","true","false",NA,NA,NA,NA,NA,NA,"kongan rea kongan kongan","konkan rae konkan moy konkan","true","branching","head initial","sisu vinvi konkan tulsul rae moy","konkan rae konkan konkan","krkmk","krkk",0.8,"X","X","svkt"
"1823",1823,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505219,"PostNomPrePos","none","blah",2,"write",NA,"[2,[0,[1]]]","true","false",NA,NA,NA,NA,NA,NA,"kongan moy sisu rea vinvi","konkan moy sisu rae vinvi","true","branching","head initial","sisu vinvi konkan tulsul rae moy","konkan moy sisu rae vinvi","kmsrv","kmsrv",1,"X","X","svkt"
"1824",1824,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505240,"PostNomPrePos","none","blah",2,"write",NA,"[[3,1],3]","true","false",NA,NA,NA,NA,NA,NA,"tulsul moy vinvi moy tulsul","tulsul moy vinvi moy tulsul","true","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul moy vinvi moy tulsul","tmvmt","tmvmt",1,"X","X","svkt"
"1825",1825,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505259,"PostNomPrePos","none","blah",2,"write",NA,"[[1,[1]],[3]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi rea vinvi rea tulsul","vinvi rae vinvi rae tulsul","true","branching","head initial","sisu vinvi konkan tulsul rae moy","vinvi rae vinvi rae tulsul","vrvrt","vrvrt",1,"X","X","svkt"
"1826",1826,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505283,"PostNomPrePos","none","blah",2,"write",NA,"[3,[3,[0]]]","true","false",NA,NA,NA,NA,NA,NA,"tulsul moy tulsul rea sisu","tulsul moy tulsul rae sisu","true","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul moy tulsul rae sisu","tmtrs","tmtrs",1,"X","X","svkt"
"1827",1827,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505300,"PostNomPrePos","none","blah",2,"write",NA,"[[2,1],[1]]","true","false",NA,NA,NA,NA,NA,NA,"kongan moy vinvi rea vinvi","konkan moy vinvi rae vinvi","true","branching","head initial","sisu vinvi konkan tulsul rae moy","konkan moy vinvi rae vinvi","kmvrv","kmvrv",1,"X","X","svkt"
"1828",1828,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505318,"PostNomPrePos","none","blah",2,"write",NA,"[1,[[2,0]]]","true","false",NA,NA,NA,NA,NA,NA,"vinvi rea kongan moy sisu","vinvi rae konkan moy sisu","true","branching","head initial","sisu vinvi konkan tulsul rae moy","vinvi rae konkan moy sisu","vrkms","vrkms",1,"X","X","svkt"
"1829",1829,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505341,"PostNomPrePos","none","blah",3,"write",NA,"[1,[2,[1,2]]]","false","false",NA,NA,NA,NA,NA,NA,"vinvi moy kongan moy vinvi moy kongan","vinvi moy konkan moy vinvi moy konkan","false","branching","head initial","sisu vinvi konkan tulsul rae moy","vinvi moy konkan moy vinvi moy konkan","vmkmvmk","vmkmvmk",1,"X","X","svkt"
"1830",1830,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505371,"PostNomPrePos","none","blah",3,"write",NA,"[0,[[1,[[2,[1]]]]]]","false","false",NA,NA,NA,NA,NA,NA,"sisu rea vinvi rea kongan rea vinvi","sisu rae vinvi rae konkan rae vinvi","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu rae vinvi rae konkan rae vinvi","srvrkrv","srvrkrv",1,"X","X","svkt"
"1831",1831,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505400,"PostNomPrePos","none","blah",3,"write",NA,"[[1,[0,[0]]],[2]]","false","false",NA,NA,NA,NA,NA,NA,"vinvi moy sisu rea sisu rea kongan","vinvi moy sisu rae sisu rae konkan","false","branching","head initial","sisu vinvi konkan tulsul rae moy","vinvi moy sisu rae sisu rae konkan","vmsrsrk","vmsrsrk",1,"X","X","svkt"
"1832",1832,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505428,"PostNomPrePos","none","blah",3,"write",NA,"[[0,[1,2]],[3]]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi moy kongan rea tulsul","sisu moy vinvi moy konkan rae tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu moy vinvi moy konkan rae tulsul","smvmkrt","smvmkrt",1,"X","X","svkt"
"1833",1833,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505452,"PostNomPrePos","none","blah",3,"write",NA,"[[3,[2,[1]]],1]","false","false",NA,NA,NA,NA,NA,NA,"tulsul moy kongan rea vinvi moy vinvi","tulsul moy konkan rae vinvi moy vinvi","false","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul moy konkan rae vinvi moy vinvi","tmkrvmv","tmkrvmv",1,"X","X","svkt"
"1834",1834,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505477,"PostNomPrePos","none","blah",3,"write",NA,"[[2,[3,3]],[1]]","false","false",NA,NA,NA,NA,NA,NA,"kongan moy tulsul moy tulsul rea vinvi","konkan moy tulsul moy tulsul rae vinvi","false","branching","head initial","sisu vinvi konkan tulsul rae moy","konkan moy tulsul moy tulsul rae vinvi","kmtmtrv","kmtmtrv",1,"X","X","svkt"
"1835",1835,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505513,"PostNomPrePos","none","blah",3,"write",NA,"[0,[1,[2,[3]]]]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi moy kongan rea tulsul","sisu moy vinvi moy konkan rae tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu moy vinvi moy konkan rae tulsul","smvmkrt","smvmkrt",1,"X","X","svkt"
"1836",1836,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505539,"PostNomPrePos","none","blah",3,"write",NA,"[0,[[1,2],[3]]]","false","false",NA,NA,NA,NA,NA,NA,"sisu moy vinvi moy kongan rea tulsul","sisu moy vinvi moy konkan rae tulsul","false","branching","head initial","sisu vinvi konkan tulsul rae moy","sisu moy vinvi moy konkan rae tulsul","smvmkrt","smvmkrt",1,"X","X","svkt"
"1837",1837,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505558,"PostNomPrePos","none","blah",3,"write",NA,"[3,[[[0,[1]],[1]]]]","false","false",NA,NA,NA,NA,NA,NA,"tulsul rea sisu rea vinvi rea vinvi","tulsul rae sisu rae vinvi rae vinvi","false","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul rae sisu rae vinvi rae vinvi","trsrvrv","trsrvrv",1,"X","X","svkt"
"1838",1838,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505584,"PostNomPrePos","none","blah",3,"write",NA,"[[3,[[1,2]]],[0]]","false","false",NA,NA,NA,NA,NA,NA,"tulsul rea vinvi moy kongan rea sisu","tulsul rae vinvi moy konkan rae sisu","false","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul rae vinvi moy konkan rae sisu","trvmkrs","trvmkrs",1,"X","X","svkt"
"1839",1839,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505610,"PostNomPrePos","none","blah",3,"write",NA,"[[[3,[0]],[0]],0]","false","false",NA,NA,NA,NA,NA,NA,"tulsul rea sisu rea sisu moy sisu","tulsul rae sisu rae sisu moy sisu","false","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul rae sisu rae sisu moy sisu","trsrsms","trsrsms",1,"X","X","svkt"
"1840",1840,"A23","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3QRYMNZ7FZOIKJ2UKKW51TSSO23NTG",1581505637,"PostNomPrePos","none","blah",3,"write",NA,"[[[3,[1]],0],2]","false","false",NA,NA,NA,NA,NA,NA,"tulsul rea vinvi moy sisu rea kongan","tulsul rae vinvi moy sisu moy konkan","false","branching","head initial","sisu vinvi konkan tulsul rae moy","tulsul rae vinvi moy sisu rae konkan","trvmsmk","trvmsrk",0.857142857142857,"X","X","svkt"
"1881",1881,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367774,"PreNomPostPos","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"Sulsal","sulsal","true","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal","s","s",1,"X","X","stkv"
"1882",1882,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367781,"PreNomPostPos","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"Tinkin","tinkin","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin","t","t",1,"X","X","stkv"
"1883",1883,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367788,"PreNomPostPos","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"Makay","kakan","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan","k","k",1,"X","X","stkv"
"1884",1884,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367801,"PreNomPostPos","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"makai","volsol","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan","v","k",0,"X","X","stkv"
"1885",1885,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367812,"PreNomPostPos","none","blah",1,"write",NA,"[0,[1]]","true","false",NA,NA,NA,NA,NA,NA,"sulsol tinkin","tinkin rae sulsal","true","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal tinkin","trs","st",0,"X","X","stkv"
"1886",1886,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367827,"PreNomPostPos","none","blah",1,"write",NA,"[0,1]","false","false",NA,NA,NA,NA,NA,NA,"sulsol tinkin","tinkin moy sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal tinkin","tms","st",0,"X","X","stkv"
"1887",1887,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367835,"PreNomPostPos","none","blah",1,"write",NA,"[2,[1]]","false","false",NA,NA,NA,NA,NA,NA,"makai tinkin","tinkin rae kakan","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan tinkin","trk","kt",0,"X","X","stkv"
"1888",1888,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367845,"PreNomPostPos","none","blah",1,"write",NA,"[2,0]","true","false",NA,NA,NA,NA,NA,NA,"makai sulsol","sulsal moy kakan","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan sulsal","smk","ks",0,"X","X","stkv"
"1889",1889,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367851,"PreNomPostPos","none","blah",1,"write",NA,"[2,[2]]","true","false",NA,NA,NA,NA,NA,NA,"makai makai","kakan rae kakan","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan kakan","krk","kk",0.666666666666667,"X","X","stkv"
"1890",1890,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367862,"PreNomPostPos","none","blah",1,"write",NA,"[3,[1]]","true","false",NA,NA,NA,NA,NA,NA,"tinkin","tinkin rae volsol","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin","trv","t",0.333333333333333,"X","X","stkv"
"1891",1891,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367866,"PreNomPostPos","none","blah",1,"write",NA,"[1,[3]]","false","false",NA,NA,NA,NA,NA,NA,"tinkin","volsol rae tinkin","false","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin","vrt","t",0.333333333333333,"X","X","stkv"
"1892",1892,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367873,"PreNomPostPos","none","blah",1,"write",NA,"[1,2]","true","false",NA,NA,NA,NA,NA,NA,"tinkin makai","kakan moy tinkin","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin kakan","kmt","tk",0,"X","X","stkv"
"1893",1893,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367880,"PreNomPostPos","none","blah",1,"write",NA,"[3,[2]]","true","false",NA,NA,NA,NA,NA,NA,"makai","kakan rae volsol","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan","krv","k",0.333333333333333,"X","X","stkv"
"1894",1894,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367883,"PreNomPostPos","none","blah",1,"write",NA,"[2,3]","false","false",NA,NA,NA,NA,NA,NA,"makai","volsol moy kakan","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan","vmk","k",0.333333333333333,"X","X","stkv"
"1895",1895,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367892,"PreNomPostPos","none","blah",1,"write",NA,"[0,0]","true","false",NA,NA,NA,NA,NA,NA,"sulsol sulsol","sulsal moy sulsal","true","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal sulsal","sms","ss",0.666666666666667,"X","X","stkv"
"1896",1896,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367899,"PreNomPostPos","none","blah",1,"write",NA,"[1,1]","true","false",NA,NA,NA,NA,NA,NA,"tinkin tinkin","tinkin moy tinkin","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin tinkin","tmt","tt",0.666666666666667,"X","X","stkv"
"1897",1897,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367907,"PreNomPostPos","none","blah",2,"write",NA,"[1,[[2,3]]]","false","true",NA,NA,NA,NA,NA,NA,"tinkin makai","volsol moy kakan rae tinkin","false","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin kakan","vmkrt","tk",0.2,"X","X","stkv"
"1898",1898,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367915,"PreNomPostPos","none","blah",2,"write",NA,"[[2,2],[1]]","true","false",NA,NA,NA,NA,NA,NA,"makai makai tinkin","tinkin rae kakan moy kakan","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan kakan tinkin","trkmk","kkt",0.2,"X","X","stkv"
"1899",1899,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367926,"PreNomPostPos","none","blah",2,"write",NA,"[1,[[0,1]]]","true","false",NA,NA,NA,NA,NA,NA,"tinkin sulsol tinkin","tinkin moy sulsal rae tinkin","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin sulsal tinkin","tmsrt","tst",0.6,"X","X","stkv"
"1900",1900,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367935,"PreNomPostPos","none","blah",2,"write",NA,"[[1,[3]],3]","true","false",NA,NA,NA,NA,NA,NA,"tinkin","volsol moy volsol rae tinkin","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin","vmvrt","t",0.2,"X","X","stkv"
"1901",1901,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367940,"PreNomPostPos","none","blah",2,"write",NA,"[3,[[3,[0]]]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol","sulsal rae volsol rae volsol","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal","srvrv","s",0.2,"X","X","stkv"
"1902",1902,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367947,"PreNomPostPos","none","blah",2,"write",NA,"[[1,[2]],3]","false","true",NA,NA,NA,NA,NA,NA,"tinkin makai","volsol moy kakan rae tinkin","false","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin kakan","vmkrt","tk",0.2,"X","X","stkv"
"1903",1903,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367955,"PreNomPostPos","none","blah",2,"write",NA,"[[0,0],2]","true","false",NA,NA,NA,NA,NA,NA,"sulsol sulsol makai","kakan moy sulsal moy sulsal","true","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal sulsal kakan","kmsms","ssk",0.2,"X","X","stkv"
"1904",1904,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367964,"PreNomPostPos","none","blah",2,"write",NA,"[[2,2],0]","true","false",NA,NA,NA,NA,NA,NA,"makai makai sulsol","sulsal moy kakan moy kakan","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan kakan sulsal","smkmk","kks",0.2,"X","X","stkv"
"1905",1905,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367971,"PreNomPostPos","none","blah",2,"write",NA,"[[0,[1]],2]","true","false",NA,NA,NA,NA,NA,NA,"sulsol makai","kakan moy tinkin rae sulsal","true","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal kakan","kmtrs","sk",0,"X","X","stkv"
"1906",1906,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367979,"PreNomPostPos","none","blah",2,"write",NA,"[2,[0,2]]","true","false",NA,NA,NA,NA,NA,NA,"makai sulsol tinkin","kakan moy sulsal moy kakan","true","branching","head final","sulsal tinkin kakan volsol rae moy","kakan sulsal tinkin","kmsmk","kst",0.4,"X","X","stkv"
"1907",1907,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367985,"PreNomPostPos","none","blah",2,"write",NA,"[3,[[3,1]]]","true","false",NA,NA,NA,NA,NA,NA,"tinkin","tinkin moy volsol rae volsol","true","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin","tmvrv","t",0.2,"X","X","stkv"
"1908",1908,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581367995,"PreNomPostPos","none","blah",2,"write",NA,"[[2,[0]],0]","false","false",NA,NA,NA,NA,NA,NA,"makai sulsol sulsol","sulsal moy sulsal rae kakan","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan sulsal sulsal","smsrk","kss",0.2,"X","X","stkv"
"1909",1909,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368008,"PreNomPostPos","none","blah",3,"write",NA,"[[[2,2],2],[2]]","false","false",NA,NA,NA,NA,NA,NA,"maksi makai makai makai","kakan rae kakan moy kakan moy kakan","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan kakan kakan kakan","krkmkmk","kkkk",0.571428571428571,"X","X","stkv"
"1910",1910,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368016,"PreNomPostPos","none","blah",3,"write",NA,"[[3,[0,0]],[2]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol makai","kakan rae sulsal moy sulsal moy volsol","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal kakan","krsmsmv","sk",0.142857142857143,"X","X","stkv"
"1911",1911,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368025,"PreNomPostPos","none","blah",3,"write",NA,"[[[0,[1]],2],[3]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol tinkin makai","volsol rae kakan moy tinkin rae sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal tinkin kakan","vrkmtrs","stk",0.142857142857143,"X","X","stkv"
"1912",1912,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368034,"PreNomPostPos","none","blah",3,"write",NA,"[3,[[2,1],1]]","false","false",NA,NA,NA,NA,NA,NA,"makai tinkin tinkin","tinkin moy tinkin moy kakan moy volsol","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan tinkin tinkin","tmtmkmv","ktt",0.142857142857143,"X","X","stkv"
"1913",1913,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368040,"PreNomPostPos","none","blah",3,"write",NA,"[0,[0,[0,2]]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol makai","kakan moy sulsal moy sulsal moy sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal kakan","kmsmsms","sk",0.142857142857143,"X","X","stkv"
